id,class,reactants>reagents>production
RXN-9098,PWY-5795,[C:12]([O-:9])(=[O:15])[C:1]1=[C:13](/[OH:14])[C:8]2=[C:4](\[C:3]([OH:10])=[CH:2]/1)[CH:5]=[CH:11][CH:6]=[CH:7]2.[H+]>>[CH:1]1=[CH:12][CH:11]=[C:4]2[C:3](=[CH:2]1)[C:8](=[O:9])[CH:7]=[CH:6][C:5]2=[O:10].[C:13](=[O:14])=[O:15]
RXN-14076,PWY-6602,[CH:9]1=[CH:28][C:27]([OH:29])=[CH:15][CH:14]=[C:10]1[C:11](=[O:12])[CH2:13][C:5](=[O:32])[C:4]1=[C:3]([OH:31])[CH:2]=[C:1]([O-:30])[C:6]([C@H:16]2[C@H:21]([OH:22])[C@@H:18]([OH:17])[C@H:25]([OH:26])[C@@H:23]([CH2:19][OH:20])[O:24]2)=[C:7]1[OH:8]>>[CH:1]1=[C:6]([C:7]2=[CH:13][C:11](=[O:12])[C:10]3=[C:14]([OH:30])[C:15]([C@@H:16]4[O:17][C@H:18]([CH2:19][OH:20])[C@@H:21]([OH:22])[C@H:23]([OH:24])[C@H:25]4[OH:26])=[C:27]([O-:29])[CH:28]=[C:9]3[O:8]2)[CH:5]=[CH:4][C:3]([OH:31])=[CH:2]1.[OH2:32]
RXN-7589,PWY-5036,[CH2:1]=[C:2]1[C@H:3]2[CH2:4][C@:5]3([CH2:6]1)[C@@H:7]([C:24]([O-:25])=[O:26])[C@@H:8]1[C@:9]([CH3:10])([C:21](=[O:22])[O-:23])[C@@H:11]([OH:12])[CH2:13][CH2:14][C@@:15]1([CH3:16])[C@H:18]3[CH2:19][CH2:20]2.[O:32]=[O:17].[CH2:30]([CH2:34][C:35]([O-:36])=[O:37])[C:31](=[O:33])[C:27]([O-:28])=[O:29]>>[CH2:1]=[C:2]1[C@H:3]2[CH2:4][C@:5]3([CH2:6]1)[C@@H:7]([C:24]([O-:25])=[O:26])[C@@H:8]1[C@:9]([CH3:10])([C:21](=[O:22])[O-:23])[C@@H:11]([OH:12])[CH2:13][CH2:14][C@@:15]1([CH2:16][OH:17])[C@H:18]3[CH2:19][CH2:20]2.[C:27](=[O:28])=[O:29].[CH2:30]([C:31]([O-:32])=[O:33])[CH2:34][C:35]([O-:36])=[O:37]
RXN-4881,PWY-2981,[CH3:5]/[C:3]([CH2:9][CH2:8][C@H:7]1[C@:10]2([CH3:11])[CH2:20][CH2:19][CH2:18][C:15]([CH3:16])([CH3:17])[C@H:12]2[CH2:13][CH2:14][C:6]1=[CH2:4])=[CH:2]\[CH2:1][O:29][P:22]([O-:23])(=[O:21])[O:24][P:25]([O-:26])([O-:27])=[O:28]>>[CH2:1]=[CH:2][C:3]1=[CH:9][CH2:8][C@@H:7]2[C@@H:6]([C@@H:4]1[CH3:5])[CH2:14][CH2:13][C@H:12]1[C@@:10]2([CH3:11])[CH2:20][CH2:19][CH2:18][C:15]1([CH3:16])[CH3:17].[O:21]=[P:22]([OH:23])([O:24][P:25]([O-:26])([O-:27])=[O:28])[O-:29]
RXN-12605,PWY-6888,[CH3:1][C:2]1([CH3:3])[CH2:4][C:5]([C@@H:6]2[CH2:7][CH:8]=[C:9]([CH:12]=[O:14])[CH2:10][CH2:11]2)=[CH:15][CH2:16][CH2:17]1.[O:18]=[O:13]>>[CH3:1][C:2]1([CH3:3])[CH2:4][C:5]([C@@H:6]2[CH2:7][CH:8]=[C:9]([C:12]([O-:13])=[O:14])[CH2:10][CH2:11]2)=[CH:15][CH2:16][CH2:17]1.[OH2:18].[H+:19]
RXN-3501,PWY-2002,[CH3:2][S+:23]([CH2:24][C@@H:25]1[C@@H:26]([OH:27])[C@@H:28]([OH:29])[C@H:30]([N:31]2[C:32]3=[C:37]([C:36]([NH2:40])=[N:35][CH:34]=[N:33]3)/[N:38]=[CH:39]\2)[O:41]1)[CH2:22][CH2:42][C@@H:43]([C:44]([O-:45])=[O:46])[NH3+:47].[CH:4]1=[C:9](/[CH:12]=[CH:11]/[C:10]([C:13]2=[CH:19][CH:18]=[C:16]([OH:17])[CH:15]=[C:14]2[OH:3])=[O:20])[CH:8]=[CH:7][C:6]([OH:21])=[CH:5]1>>[H+:1].[CH3:2][O:3][C:4]1=[C:9]([C:10](/[CH:11]=[CH:12]/[C:13]2=[CH:19][CH:18]=[C:16]([OH:17])[CH:15]=[CH:14]2)=[O:20])[CH:8]=[CH:7][C:6]([OH:21])=[CH:5]1.[CH2:22]([S:23][CH2:24][C@@H:25]1[C@@H:26]([OH:27])[C@@H:28]([OH:29])[C@H:30]([N:31]2[C:32]3=[C:37]([C:36]([NH2:40])=[N:35][CH:34]=[N:33]3)/[N:38]=[CH:39]\2)[O:41]1)[CH2:42][C@@H:43]([C:44]([O-:45])=[O:46])[NH3+:47]
RXN1F-162,PWY-5052,[CH2:1]=[C:2]1[C@H:3]2[CH2:4][C@:5]3([CH2:6]1)[C@@H:7]([C:23]([O-:24])=[O:25])[C@@H:8]1[C@:9]([CH3:10])([C:20]([O-:21])=[O:22])[CH2:11][CH2:12][CH2:13][C@@:14]1([CH3:15])[C@H:17]3[CH2:18][CH2:19]2.[CH2:26]([CH2:30][C:31]([O-:32])=[O:33])[C:27](=[O:29])[C:34]([O-:35])=[O:36].[O:28]=[O:16]>>[CH2:1]=[C:2]1[C@H:3]2[CH2:4][C@:5]3([CH2:6]1)[C@@H:7]([C:23]([O-:24])=[O:25])[C@@H:8]1[C@:9]([CH3:10])([C:20]([O-:21])=[O:22])[CH2:11][CH2:12][CH2:13][C@@:14]1([CH2:15][OH:16])[C@H:17]3[CH2:18][CH2:19]2.[CH2:26]([C:27]([O-:28])=[O:29])[CH2:30][C:31]([O-:32])=[O:33].[C:34](=[O:35])=[O:36]
RXN-8186,PWY-7636,[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C:10]1=[C:15]([CH3:16])[C:14](=[O:17])[CH2:13][CH2:12][C:11]1([CH3:18])[CH3:19])=[CH:20]\[CH:21]=[CH:22]\[CH:23]=[C:24]([CH3:25])\[CH:26]=[CH:27]\[CH:28]=[C:29]([CH3:30])\[CH:31]=[CH:32]\[C:33]1=[C:38]([CH3:39])[C:37](=[O:40])[CH2:36][CH2:35][C:34]1([CH3:42])[CH3:43].[O:44]=[O:41].[H+]>>[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C:10]1=[C:15]([CH3:16])[C:14](=[O:17])[CH2:13][CH2:12][C:11]1([CH3:18])[CH3:19])=[CH:20]\[CH:21]=[CH:22]\[CH:23]=[C:24]([CH3:25])\[CH:26]=[CH:27]\[CH:28]=[C:29]([CH3:30])\[CH:31]=[CH:32]\[C:33]1=[C:38]([CH3:39])[C:37](=[O:40])[C@@H:36]([OH:41])[CH2:35][C:34]1([CH3:42])[CH3:43].[OH2:44]
RXN-12066,PWY-7824,[C:1]([O-:2])(=[O:3])[C@@H:4]([NH3+:5])[CH2:7][C:8]1=[CH:13][CH:12]=[CH:11][CH:10]=[CH:9]1.[O:14]=[O:6]>>[C:1]([O-:2])(=[O:3])[C@@H:4]([NH:5][OH:6])[CH2:7][C:8]1=[CH:13][CH:12]=[CH:11][CH:10]=[CH:9]1.[OH2:14].[H+:15]
RXN-13878,PWY-7151,[CH2:2](O)[C@@H:12]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H:55]([O:74][P:73]([O:3][P:4](=[O:5])([O-:6])[O:62][CH2:61][C@H:54]2[O:13][C@@H:14]([N:19]3[CH:20]=[CH:21][C:22](=[O:23])[NH:24][C:25]3=[O:26])[C@H:15]([OH:16])[C@@H:17]2[OH:18])([O-:75])=[O:76])[O:64]1.[CH3:27][O:28][C:29]1=[C:52]([OH:53])[C:51]([O:65][CH3:66])=[CH:50][CH:49]=[C:30]1[C:31]1=[C:37]([O:38][CH3:39])[C:35](=[O:36])[C:34]2=[C:40]([OH:48])[C:41]([O:42][CH3:43])=[C:44]([O:46][CH3:47])[CH:45]=[C:33]2[O:32]1.[CH2:67]([OH:68])[C@@H:77]1[C@@H](O)[C@H:82]([OH:83])[C@@H:80]([OH:81])[C@@H:79]([O:72][P:69]([O:7][P:8](=[O:9])([O-:11])[O:10]C[C@H]2[O:63][C@@H:56]([N:84]3[CH:85]=[CH:86][C:87](=[O:88])[NH:89][C:90]3=[O:91])[C@H:57]([OH:58])[C@@H:59]2[OH:60])([O-:71])=[O:70])[O:78]1>>[H+:1].[CH2:2]([O:3][P:4](=[O:5])([O-:6])[O:7][P:8](=[O:9])([O-:10])[O-:11])[C@H:12]1[O:13][C@@H:14]([N:19]2[CH:20]=[CH:21][C:22](=[O:23])[NH:24][C:25]2=[O:26])[C@H:15]([OH:16])[C@@H:17]1[OH:18].[CH3:27][O:28][C:29]1=[C:52]([O:53][C@H:54]2[C@H:55]([OH:64])[C@@H:56]([OH:63])[C@H:57]([OH:58])[C@@H:59]([CH2:61][OH:62])[O:60]2)[C:51]([O:65][CH3:66])=[CH:50][CH:49]=[C:30]1[C:31]1=[C:37]([O:38][CH3:39])[C:35](=[O:36])[C:34]2=[C:40]([OH:48])[C:41]([O:42][CH3:43])=[C:44]([O:46][CH3:47])[CH:45]=[C:33]2[O:32]1.[CH2:67]([O:68][P:69](=[O:70])([O-:71])[O:72][P:73](=[O:74])([O-:75])[O-:76])[C@H:77]1[O:78][C@@H:79]([N:84]2[CH:85]=[CH:86][C:87](=[O:88])[NH:89][C:90]2=[O:91])[C@H:80]([OH:81])[C@@H:82]1[OH:83].[H+:92]
RXN-9085,PWY-5793,[CH3:1][C@H:2]1[C@H:3]([OH:41])[C@@H:4]([OH:40])[C@@H:5]([OH:6])[CH:17]([O:16][C@H:7]2[C@H:8]([C:19]3=[C:38](/[OH:39])[C:37]4=[C:23](\[CH:22]=[C:20]/3[O-:21])[O:24][C:25]([C:26]3=[CH:32][CH:31]=[C:29]([OH:30])[C:28]([OH:33])=[CH:27]3)=[CH:34][C:35]4=[O:36])[O:13][C@H:11]([CH2:12]O)[C@@H:10]([OH:14])[C@@H:9]2[OH:15])[O:18]1>>[CH3:1][CH:2]1[C:3](=[O:41])[CH:4]([OH:40])[CH:5]([O:6][CH:7]2[CH:8]([OH:16])[CH:9]([OH:15])[CH:10]([OH:14])[CH:11]([CH3:12])[O:13]2)[CH:17]([C:19]2=[C:38]([O-:39])[CH:37]=[C:23]3[C:22](=[C:20]2[OH:21])[C:35](=[O:36])[CH:34]=[C:25]([C:26]2=[CH:32][CH:31]=[C:29]([OH:30])[C:28]([OH:33])=[CH:27]2)[O:24]3)[O:18]1
RXN-19983,PWY-5292,[CH3:1][CH:2]=[C:3]1[C@@H:4]2[CH2:5][CH2:6][NH+:7]([CH2:8][CH2:9]/[C:10]3=[C:18](/[NH:17][C:16]4=[C:11]3[CH:12]=[CH:13][CH:14]=[CH:15]4)[C@:19]2([C:20]([O:21][CH3:22])=[O:23])[CH2:24][OH:25])[CH2:26]1.[CH:27]1=[N+:28]([C@@H:29]2[O:30][C@H:31]([CH2:36][O:37][P:38]([O:39][P:40]([O:41][CH2:42][C@@H:43]3[C@@H:44]([OH:63])[C@@H:45]([O:58][P:59]([O-:60])([O-:61])=[O:62])[C@H:46]([N:47]4[C:48]5=[C:53]([C:52]([NH2:56])=[N:51][CH:50]=[N:49]5)/[N:54]=[CH:55]\4)[O:57]3)([O-:64])=[O:65])(=[O:66])[O-:67])[C@@H:32]([OH:35])[C@H:33]2[OH:34])[CH:68]=[C:69]([C:72](=[O:73])[NH2:74])[CH:70]=[CH:71]1>>[CH3:1][CH:2]=[C:3]1[C@@H:4]2[CH2:5][CH2:6][NH+:7]([CH2:8][CH2:9]/[C:10]3=[C:18](/[NH:17][C:16]4=[C:11]3[CH:12]=[CH:13][CH:14]=[CH:15]4)[C@:19]2([C:20]([O:21][CH3:22])=[O:23])[CH:24]=[O:25])[CH2:26]1.[CH:27]1=[CH:71][CH2:70][C:69]([C:72](=[O:73])[NH2:74])=[CH:68][N:28]1[C@@H:29]1[O:30][C@H:31]([CH2:36][O:37][P:38]([O:39][P:40]([O:41][CH2:42][C@@H:43]2[C@@H:44]([OH:63])[C@@H:45]([O:58][P:59]([O-:60])([O-:61])=[O:62])[C@H:46]([N:47]3[C:48]4=[C:53]([C:52]([NH2:56])=[N:51][CH:50]=[N:49]4)/[N:54]=[CH:55]\3)[O:57]2)([O-:64])=[O:65])(=[O:66])[O-:67])[C@@H:32]([OH:35])[C@H:33]1[OH:34].[H+:75]
RXN-15452,PWY-7477,[CH2:1]=[CH:2][C@:3]1([CH3:21])[CH2:4][CH2:5][C@H:6]2[C@@:7]3([CH3:20])[CH2:8][CH2:9][CH2:10][C:11]([CH3:12])([CH3:13])[C@@H:14]3[CH2:15]/[CH:17]=[C:18]\2[CH2:19]1.[O:16]=[O:22]>>[CH2:1]=[CH:2][C@:3]1([CH3:21])[CH2:4][CH2:5][C@H:6]2[C@@:7]3([CH3:20])[CH2:8][CH2:9][CH2:10][C:11]([CH3:12])([CH3:13])[C@@H:14]3[C@H:15]([OH:16])/[CH:17]=[C:18]\2[CH2:19]1.[OH2:22]
RXN-7488,PWY-5002,[C:17]([O-:24])(=[O:25])[C:18]1=[CH:23][C:22]([OH:66])=[CH:21][CH:20]=[CH:19]1.[CH3:3][C:2]([CH3:1])([C@@H:4]([OH:5])[C:6](=[O:7])[NH:8][CH2:9][CH2:10][C:11](=[O:12])[NH:13][CH2:14][CH2:15][SH:16])[CH2:26][O:27][P:28](=[O:29])([O:30][P:31](=[O:32])([O:33][CH2:34][C@H:35]1[O:36][C@@H:37]([N:46]2[C:47]3=[C:52]([C:51]([NH2:55])=[N:50][CH:49]=[N:48]3)/[N:53]=[CH:54]\2)[C@H:38]([OH:45])[C@@H:39]1[O:40][P:41]([O-:42])(=[O:43])[O-:44])[O-:56])[O-:57].[CH2:67]([C@@H:68]1[C@@H:69]([OH:84])[C@@H:70]([OH:83])[C@H:71]([N:72]2[C:73]3=[C:78]([C:77]([NH2:81])=[N:76][CH:75]=[N:74]3)/[N:79]=[CH:80]\2)[O:82]1)[O:85][P:86]([O-:87])(=[O:89])[O:88][P:59]([O-:60])(=[O:58])[O:61][P:62]([O-:63])(=[O:65])[O-:64]>>[CH3:1][C:2]([CH3:3])([C@@H:4]([OH:5])[C:6](=[O:7])[NH:8][CH2:9][CH2:10][C:11](=[O:12])[NH:13][CH2:14][CH2:15][S:16][C:17]([C:18]1=[CH:23][CH:22]=[CH:21][C:20]([OH:24])=[CH:19]1)=[O:25])[CH2:26][O:27][P:28](=[O:29])([O:30][P:31](=[O:32])([O:33][CH2:34][C@H:35]1[O:36][C@@H:37]([N:46]2[C:47]3=[C:52]([C:51]([NH2:55])=[N:50][CH:49]=[N:48]3)/[N:53]=[CH:54]\2)[C@H:38]([OH:45])[C@@H:39]1[O:40][P:41]([O-:42])(=[O:43])[O-:44])[O-:56])[O-:57].[O:58]=[P:59]([OH:60])([O:61][P:62]([O-:63])([O-:64])=[O:65])[O-:66].[CH2:67]([C@@H:68]1[C@@H:69]([OH:84])[C@@H:70]([OH:83])[C@H:71]([N:72]2[C:73]3=[C:78]([C:77]([NH2:81])=[N:76][CH:75]=[N:74]3)/[N:79]=[CH:80]\2)[O:82]1)[O:85][P:86]([O-:87])([O-:88])=[O:89]
RXN-7754,PWY-5105,[CH3:2][S+:25]([CH2:26][C@@H:27]1[C@@H:28]([OH:29])[C@@H:30]([OH:31])[C@H:32]([N:33]2[C:34]3=[C:39]([C:38]([NH2:42])=[N:37][CH:36]=[N:35]3)/[N:40]=[CH:41]\2)[O:43]1)[CH2:24][CH2:44][C@@H:45]([C:46]([O-:47])=[O:48])[NH3+:49].[CH:6]1=[CH:5][C:4]([OH:3])=[C:22]([OH:23])[CH:21]=[C:7]1[C@H:8]1[O:9][C:10]2=[C:15]([C:14]([OH:19])=[CH:13][C:12]([O-:20])=[CH:11]2)[C:16](=[O:18])[CH2:17]1>>[H+:1].[CH3:2][O:3][C:4]1=[C:22]([OH:23])[CH:21]=[C:7]([C@H:8]2[O:9][C:10]3=[C:15]([C:14]([OH:19])=[CH:13][C:12]([O-:20])=[CH:11]3)[C:16](=[O:18])[CH2:17]2)[CH:6]=[CH:5]1.[CH2:24]([S:25][CH2:26][C@@H:27]1[C@@H:28]([OH:29])[C@@H:30]([OH:31])[C@H:32]([N:33]2[C:34]3=[C:39]([C:38]([NH2:42])=[N:37][CH:36]=[N:35]3)/[N:40]=[CH:41]\2)[O:43]1)[CH2:44][C@@H:45]([C:46]([O-:47])=[O:48])[NH3+:49]
RXN18C3-51,PWY18C3-20,[C:12](=[O:13])([O-:14])[C:10]1=[C:8]([OH:9])[CH:7]=[CH:6][C:5]([OH:30])=[CH:11]1.[CH2:1]1[O:2][C@H:3]([O:4][P:27](=[O:28])([O-:29])[O:26][P:23](=[O:24])([O-:25])[O:22][CH2:21][C@H:31]2[O:32][C@@H:33]([N:38]3[CH:39]=[CH:40][C:41](=[O:42])[NH:43][C:44]3=[O:45])[C@H:34]([OH:35])[C@@H:36]2[OH:37])[C@H:15]([OH:16])[C@@H:17]([OH:18])[C@@H:19]1[OH:20]>>[CH2:1]1[O:2][C@H:3]([O:4][C:5]2=[CH:11][C:10]([C:12](=[O:13])[O-:14])=[C:8]([OH:9])[CH:7]=[CH:6]2)[C@H:15]([OH:16])[C@@H:17]([OH:18])[C@@H:19]1[OH:20].[CH2:21]([O:22][P:23](=[O:24])([O-:25])[O:26][P:27](=[O:28])([O-:29])[O-:30])[C@H:31]1[O:32][C@@H:33]([N:38]2[CH:39]=[CH:40][C:41](=[O:42])[NH:43][C:44]2=[O:45])[C@H:34]([OH:35])[C@@H:36]1[OH:37].[H+:46]
RXN-6523,PWY-5052,[CH2:1]=[C:2]1[C@H:3]2[CH2:4][C@:5]3([CH2:6]1)[C@@H:7]([C:24]([O-:25])=[O:26])[C@@H:8]1[C@:9]([CH3:10])([C:21]([O-:22])=[O:23])[CH2:11][CH2:13][CH2:14][C@@:15]1([CH:16]=[O:17])[C@H:18]3[CH2:19][CH2:20]2.[CH2:27]([CH2:31][C:32]([O-:33])=[O:34])[C:28](=[O:30])[C:35]([O-:36])=[O:37].[O:29]=[O:12]>>[CH2:1]=[C:2]1[C@H:3]2[CH2:4][C@:5]3([CH2:6]1)[C@@H:7]([C:24]([O-:25])=[O:26])[C@@H:8]1[C@:9]([CH3:10])([C:21]([O-:22])=[O:23])[C@@H:11]([OH:12])[CH2:13][CH2:14][C@@:15]1([CH:16]=[O:17])[C@H:18]3[CH2:19][CH2:20]2.[CH2:27]([C:28]([O-:29])=[O:30])[CH2:31][C:32]([O-:33])=[O:34].[C:35](=[O:36])=[O:37]
RXN-5962,PWY-5947,[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C@@H:10]1[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH:17]=[C:18]1[CH3:19])=[CH:20]\[CH:21]=[CH:22]\[CH:23]=[C:24]([CH3:25])\[CH:26]=[CH:27]\[CH:28]=[C:29]([CH3:30])\[CH:31]=[CH:32]\[C:33]1=[C:41]([CH3:42])[CH2:40][C@@H:38]([OH:39])[CH2:37][C:34]1([CH3:35])[CH3:36].[O:43]=[O:16]>>[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C@@H:10]1[C:11]([CH3:12])([CH3:13])[CH2:14][C@@H:15]([OH:16])[CH:17]=[C:18]1[CH3:19])=[CH:20]\[CH:21]=[CH:22]\[CH:23]=[C:24]([CH3:25])\[CH:26]=[CH:27]\[CH:28]=[C:29]([CH3:30])\[CH:31]=[CH:32]\[C:33]1=[C:41]([CH3:42])[CH2:40][C@@H:38]([OH:39])[CH2:37][C:34]1([CH3:35])[CH3:36].[OH2:43]
RXN-11779,PWY-6653,[CH3:3][C:4]([CH3:20])=[CH:17][CH2:18][CH2:19]/[C:2]([CH3:1])=[CH:21]\[CH2:15][CH2:7]/[C:8]([CH3:10])=[CH:11]\[CH2:12][CH2:13]/[C:6]([CH3:5])=[CH:14]\[CH2:16][O:24][P:23](=[O:22])([O-:30])[O:25][P:26](=[O:29])([O-:27])[O-:28].[OH2:9]>>[CH3:1][C@:2]1([CH3:21])[CH:3]2[C@@:4]([CH3:20])([CH:5]3[C@@:6]4([CH2:7][C@:8]([OH:9])([CH3:10])[C@H:11]([CH2:12][CH2:13]3)[CH2:14]4)[CH2:15][CH2:16]2)[CH2:17][CH2:18][CH2:19]1.[O:22]=[P:23]([OH:24])([O:25][P:26]([O-:27])([O-:28])=[O:29])[O-:30]
RXN-11430,PWY-1187,[CH3:1][S:2][CH2:3][CH2:4][CH2:5]/[C:6]([S:7][CH2:8][C@H:9]([NH:10][C:20](=[O:28])[CH2:21][CH2:22][C@H:23]([NH3+:27])[C:24]([O-:26])=[O:25])[C:11](=[O:12])[NH:13][CH2:14][C:15]([O-:16])=[O:17])=[N:18]\[OH:19].[OH2:29]>>[CH3:1][S:2][CH2:3][CH2:4][CH2:5]/[C:6]([S:7][CH2:8][C@H:9]([NH3+:10])[C:11](=[O:12])[NH:13][CH2:14][C:15]([O-:16])=[O:17])=[N:18]\[OH:19].[C:20]([CH2:21][CH2:22][C@@H:23]([C:24](=[O:25])[O-:26])[NH3+:27])([O-:28])=[O:29]
2.5.1.51-RXN,PWY-4961,[CH3:13][C:14]([O:15][CH2:7][C@H:8]([NH3+:9])[C:10](=[O:11])[O-:12])=[O:16].[CH:2]1=[N:4][NH:3][CH:5]=[CH:6]1>>[H+:1].[CH:2]1=[CH:6][CH:5]=[N:4][N:3]1[CH2:7][C@H:8]([NH3+:9])[C:10](=[O:11])[O-:12].[CH3:13][C:14]([O-:15])=[O:16]
RXN18C3-34,PWY18C3-12,[CH3:1][CH2:2][CH:3]([CH3:4])[C:5]([O:6][C@@H:7]1[C@@H:8]([OH:9])[C@@H:10]([O:23][C@:24]2([CH2:25][OH:26])[O:27][C@H:28]([CH2:29][OH:30])[C@@H:31]([OH:32])[C@@H:33]2[OH:34])[O:11][C@H:12]([CH2:13][OH:14])[C@H:15]1[O:16][C:17](=[O:18])[CH2:19][CH:20]([CH3:21])[CH3:22])=[O:41].[CH3:39][CH:38]([CH2:37][C:35](=[O:36])[S:57][CH2:56][CH2:55][NH:54][C:52](=[O:53])[CH2:51][CH2:50][NH:49][C:47](=[O:48])[C@H:45]([OH:46])[C:43]([CH3:42])([CH3:44])[CH2:58][O:59][P:60](=[O:61])([O:62][P:63](=[O:64])([O:65][CH2:66][C@@H:67]1[C@@H:71]([O:72][P:73]([O-:74])(=[O:75])[O-:76])[C@@H:70]([OH:77])[C@H:69]([N:78]2[C:79]3=[C:84]([C:83]([NH2:87])=[N:82][CH:81]=[N:80]3)/[N:85]=[CH:86]\2)[O:68]1)[O-:88])[O-:89])[CH3:40]>>[CH3:1][CH2:2][CH:3]([CH3:4])[C:5]([O:6][C@@H:7]1[C@@H:8]([OH:9])[C@@H:10]([O:23][C@:24]2([CH2:25][OH:26])[O:27][C@H:28]([CH2:29][OH:30])[C@@H:31]([OH:32])[C@@H:33]2[O:34][C:35](=[O:36])[CH2:37][CH:38]([CH3:39])[CH3:40])[O:11][C@H:12]([CH2:13][OH:14])[C@H:15]1[O:16][C:17](=[O:18])[CH2:19][CH:20]([CH3:21])[CH3:22])=[O:41].[CH3:42][C:43]([CH3:44])([C@@H:45]([OH:46])[C:47](=[O:48])[NH:49][CH2:50][CH2:51][C:52](=[O:53])[NH:54][CH2:55][CH2:56][SH:57])[CH2:58][O:59][P:60](=[O:61])([O:62][P:63](=[O:64])([O:65][CH2:66][C@H:67]1[O:68][C@@H:69]([N:78]2[C:79]3=[C:84]([C:83]([NH2:87])=[N:82][CH:81]=[N:80]3)/[N:85]=[CH:86]\2)[C@H:70]([OH:77])[C@@H:71]1[O:72][P:73]([O-:74])(=[O:75])[O-:76])[O-:88])[O-:89]
RXN-14442,PWY-7260,[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:44])[C@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([O:11][C:12]2=[CH:13][C:15]3=[C:14]([O-:43])[CH:16]=[C:17]([O-:41])[CH:21]=[C:20]3[O+:19]=[C:18]2[C:22]2=[CH:28][C:27]([OH:29])=[C:25]([OH:26])[C:24]([OH:30])=[CH:23]2)[O:10]1.[CH3:45][O:46][C:47]1=[CH:53][C:52]([C:54](=[O:55])[O:56][C@@H:32]2[O:31][C@H:38]([CH2:39][OH:40])[C@@H:36]([OH:37])[C@H:35]([OH:42])[C@H:33]2[OH:34])=[CH:51][CH:50]=[C:48]1[OH:49]>>[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:44])[C@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([O:11][C:12]2=[CH:21]\[C:20]3=[C:15](\[C:14]([O-:43])=[CH:13]/2)[CH:16]=[C:17]([O:31][C@H:32]2[C@H:33]([OH:34])[C@@H:35]([OH:42])[C@H:36]([OH:37])[C@@H:38]([CH2:39][OH:40])[O:41]2)[C:18]([C:22]2=[CH:28][C:27]([OH:29])=[C:25]([OH:26])[C:24]([OH:30])=[CH:23]2)=[O+:19]3)[O:10]1.[CH3:45][O:46][C:47]1=[CH:53][C:52]([C:54](=[O:55])[O-:56])=[CH:51][CH:50]=[C:48]1[OH:49]
RXN-14639,PWY-7298,[CH3:2][S+:3]([CH2:4][C@@H:5]1[C@@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([N:11]2[C:12]3=[C:17]([C:16]([NH2:20])=[N:15][CH:14]=[N:13]3)/[N:18]=[CH:19]\2)[O:21]1)[CH2:39][CH2:22][C@@H:23]([C:24]([O-:25])=[O:26])[NH3+:27].[CH3:28][O:29][C:30]1=[CH:53][CH:52]=[C:33](/[C:34]2=[CH:48]/[C:46](=[O:47])[C:45]3=[C:36]([O:35]2)[C:37]([OH:38])=[C:40]([O:50][CH3:51])[C:41]([O:42][CH3:43])=[C:44]3[OH:49])[CH:32]=[CH:31]1>>[H+:1].[CH2:2]([S:3][CH2:4][C@@H:5]1[C@@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([N:11]2[C:12]3=[C:17]([C:16]([NH2:20])=[N:15][CH:14]=[N:13]3)/[N:18]=[CH:19]\2)[O:21]1)[CH2:22][C@@H:23]([C:24]([O-:25])=[O:26])[NH3+:27].[CH3:28][O:29][C:30]1=[CH:53][CH:52]=[C:33](/[C:34]2=[CH:48]/[C:46](=[O:47])[C:45]3=[C:36]([O:35]2)[C:37]([O:38][CH3:39])=[C:40]([O:50][CH3:51])[C:41]([O:42][CH3:43])=[C:44]3[OH:49])[CH:32]=[CH:31]1
RXN-775,PWY-2083,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[C@@H:6]([OH:7])[C@H:8]([OH:9])[C@@H:10]([CH3:11])[C@H:12]1[CH2:13][CH2:14][C@H:15]2[C@@H:16]3[CH2:17][CH2:18][C@H:19]4[CH2:20][C@@H:21]([OH:22])[CH2:23][CH2:24][C@:25]4([CH3:26])[C@H:27]3[CH2:28][CH2:29][C@:30]12[CH3:31]>>[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[C@@H:6]([OH:7])[C@H:8]([OH:9])[C@@H:10]([CH3:11])[C@H:12]1[CH2:13][CH2:14][C@H:15]2[C@@H:16]3[CH2:17][CH2:18][C@H:19]4[CH2:20][C:21](=[O:22])[CH2:23][CH2:24][C@:25]4([CH3:26])[C@H:27]3[CH2:28][CH2:29][C@:30]12[CH3:31]
